Title ,  Content
Hyderabad:  Unemployed Man Nabbed with Drugs Worth Rs 10 Lakhs on New Year's Eve,"​Police confiscated 100 grams of MDMA, 29 grams of brown sugar, and two grams of cocaine from the duo, identified as S Leela Naveen Sai and B Sai Teja, both aged 25."
"Bizzare! Chennai Man Bites Cop's Finger To Escape Arrest in Domestic Violent Case, Held",Chennai’s 32-year-old man was arrested for allegedly biting police finger who had visited his residence to investigate a domestic violence complaint against him
Chennai's South Usman Road Flyover: Completion Expected by December 2024,"Chennai's traffic woes are set to ease with the rapid construction of the South Usman Road flyover. Expected to be completed by December 2024, the flyover promises faster commutes and reduced congestion."
Traffic to Be Diverted At Chennai's Pulianthope For A Year For Flyover Work From Jan 2,The Chennai Traffic police have announced traffic diversions at Dr Ambedkar Road in Pulianthope for one year in a wake of construction work of a flyover here.
Chennai Metro Bores First-Ever Tunnel Beneath Adyar River Using 'Kaveri' TBM,"Chennai's metro rail project achieved a major milestone as the 'Kaveri' tunnel boring machine successfully reached the Adyar River, marking the city's first-ever metro tunnel beneath its waters. This accomplishment expands Chennai's metro network by connecting Greenways Road and Adyar Junction stations."
"Chennai New Year: No Sea Bathing And Firecrackers; 18,000 Cops To Ensure Safety","Chennai police deployed 18,000 personnel for New Year's Eve, including vehicle inspection teams, patrols, and monitoring teams. Bathing in the sea is prohibited from the evening of Dec 31, beaches closely monitored, and temporary booths and help centers established. Fireworks are banned, and permission needed for loudspeakers."
"Ahmedabad Reports 21 New COVID-19 Cases in 24 Hours, 79 Active Cases in Gujarat","Ahmedabad sees highest December rise with 21 new Covid cases, mostly men. 8 traveled from Canada, US, Mumbai, and Kerala. 11 recovered, 1 hospitalized. Gujarat 7th in India with 79 active cases."
'Ajay Baan': Ahmedabad -Made Bow and Arrow To Grace Ayodhya's Ram Mandir In January,"Ram Temple In Ayodhya: The long arrow will be exhibited in the Ahemdabad from January 1 to 7, after which it will be transported to Ayodhya on January 8."
"Employees 'Honey-Trap' Boss, Send His Nude Pictures To Wife",The duo who were responsible for the act joined hands to seek revenge after the alleged humiliation they had faced in the workplace. The police tracked down the pair who claimed that Gupta had a habit of criticising and making fun of them for work-related matters.
"Planning To Buy Home? Report Ranks Ahmedabad, Kolkata, Pune As Most Affordable Residential Markets","According Affordability Index report by Knight Frank India, home affordability in India has improved in 2023, with Ahmedabad, Kolkata, and Pune leading the way. Mumbai remains beyond reach for many, while Hyderabad is also considered expensive."
Ahmedabad Metro Phase 2 Reaches Milestone With Launch of Sabarmati River Bridge Segment,"The Sabarmati Bridge, a key feature of Package C1, consists of 23 spans with a total of 345 segments in its construction. Commencing the launch of U-girders in December 2021, Afcons Infrastructure's dedicated team has achieved an impressive 95% placement of these structural elements, showcasing remarkable progress in the construction process."
"Pune: Long Queues Seen At Petrol Pumps Amid Drivers' Strike, Association Assures Undisrupted Supply","Truckers are protesting the new hit-and-run law ​under the Bharatiya Nyay Sanhita (BNS), which replaced the colonial era Indian Penal Code. As per the new law, drivers who cause a serious road accident by negligent driving and run away without informing the police or any official from the administration can face punishment of up to 10 years or a fine of Rs 7 lakh."
Pune Airport Traffic Likely to Hit All-Time High of 9 Million Flyers Per Year By March 2024,"Passenger traffic has achieved a new milestone, and it is anticipated to reach an all-time high by the end of the fiscal year in March 2024, with an estimated 9 million passengers per year."
"New Year Celebrations in Pune: Traffic Advisory Issued, Road Closures & Alternate Routes Announced","Pune Police issues traffic advisory ahead of New Years Celebration, road closures announced near Dagdusheth Ganpati Temple from Jan 1st morning. Alternate routes available for Shivaji Rd-Swargate, S.G. Barve-PMC, ABC-Budhwar, Jijamata-Daruwala Bridge, Ganesh Rd-Jijamata. Check Other road closures"
Pune Traffic Advisory Issued For Bhima Koregaon Anniversary; Check Routes Diversion,"Police Inspector Pravin More, the project coordinator, stated that traffic arrangements have been made for the Bhima Koregaon anniversary celebrations, allowing followers to reach the destination directly as per the arrangements and order issued by the SP."
"Jr NTR Returns From Japan Vacation, Expresses Shock Over Multiple Earthquakes",Jr NTR took to his social media account to share his comments on the recent earthquakes in Japan. The actor recently returned from his vacation in the country.
"Karan Johar Calls Ranbir Kapoor's Animal Best Film Of 2023, Hails Sandeep Reddy Vanga's Conviction","Karan Johar recently declared Animal as the best film of 2023, praising Sandeep Reddy Vanga's distinctive narrative style. KJo commended the film's conviction-based storytelling, breaking mainstream cinema norms."
Anurag Dobhal's Team Reacts To His Sudden Bigg Boss 17 Eviction: 'Jab Voting Se Nahi Hara Paaye...',"In the January 1, 2024, episode of Bigg Boss 17, Anurag Dobhal faced a sudden eviction. His team has strongly reacted to it now."
Chinmayi Sripaada Takes Dig At Kamal Haasan For Attending Me Too Accused Vairamuthu's Book Launch Event,"Singer and dubbing artist Chinmayi Sripaada called out Kamal Haasan for supporting Vairamuthu, an accused named by several women in the Me Too movement."
"Bigg Boss 17 Week 12 Nominations: Munawar Faruqui, Samarth Jurel And Four Others Get Nominated","In Week 12 of Bigg Boss 17, Munawar Faruqui and Samarth Jurel were among the six contestants nominated for evictions. Read below to know the names of the rest of the contestants -"
"Dunki Box Office Collection Day 12: Shah Rukh Khan, Taapsee Pannu Film Closing In On Rs 200 Crore","Shah Rukh Khan's film Dunki, featuring Taapsee Pannu, Vikram Kochhar, and Anil Grover, premiered on December 21, facing a significant box office competition with Prashanth Neel's Salaar the following day. Despite not reaching the success of SRK's Pathaan or Jawan, Dunki has sustained its momentum, nearing the Rs 200 crore milestone."
Salaar Box Office Collection Day 11: Prabhas' Film Continues To Shine In The New Year,"Starring Prabhas in the lead, Salaar, directed by Prashanth Neel also featured Prithviraj in the lead role. How did the film do on day 6 at the box office? Read on to find out."
Bigg Boss 17: THIS Is How Ankita Lokhande Reacted To Sushant Singh Rajput's Dead Body Picture,"In the latest episode of Bigg Boss 17, Ankita Lokhande revealed her first reaction when she saw a picture of her ex-boyfriend Sushant Singh Rajput's dead body. Read full story to know more"
Exclusive! Trade Talk: Is Dunki Star Shah Rukh Khan Reuniting With Karan Johar After Almost 14 Years? Deets Inside,"Shah Rukh Khan was last seen in Dunki alongside Taapsee Pannu and Vicky Kaushal. Now, a source told Zoom that SRK is all set to work with his Kuch Kuch Hota Hai director, Karan Johar. They worked last in My Name Is Khan, which was released in 2010 (February 12)."
BB 15 Lovebirds Tejasswi Prakash-Karan Kundrra Look Lost In Love As They Ring In 2024 Together,Tejasswi Prakash and Karan Kundrra celebrated New Year 2024 together after taking a romantic road trip. The Bigg Boss 15 couple had a fun evening with their friends.
"Animal Box Office Collection Day 32: Ranbir Kapoor Film Refuses To Slow Down, Stays Above Rs 1 Crore On New Year's Day","Animal: Ranbir Kapoor starrer Animal has been simply phenomenal at the box office. A month after its release, the Sandeep Reddy Vanga directorial continues to pull audiences to theatres."
Blackpink's Lisa Enjoys Cute Dinner Date With (G)I-DLE's Minnie As She Welcomes New Year 2024. WATCH,"As New Year 2024 clocked in, Blackpink's Lisa stepped out for a dinner date with her bestie, (G)I-DLE's Minnie. Take a look at their clips and clicks right here."
Gadar 2 Actor Rakesh Bedi Duped Of Rs 75K By Fraudster Posing As Army Officer Over Phone,"Veteran actor Rakesh Bedi was recently duped of a whopping Rs 75,000 by a fraudster who was posing as an Army personnel. Read to know more."
"First Post Of 2024! Kajol Welcomes New Year With Wholesome Family Pics Ft. Hubby Ajay Devgn And Kids Nysa, Yug","Kajol took to Instagram and shared the first post of 2024. Kajol was seen posing alongside hubby Ajay Devgn and Kids Nysa, Yug."
Katrina Kaif-Vicky Kaushal Cuddle By The Campfire As They Ring In New Year 2024. See Romantic PICS,Bollywood's beloved couple Vicky Kaushal and Katrina Kaif rang in the new year with a simple campfire date. Take a look at their pics right here.
"Shruti Haasan Is All Smiles As She Rings In 2024 With Beau Santanu Hazarika, Dad Kamal Haasan. See PICS",Shruti Haasan celebrated New Year 2024 with her family as well as longtime beau Santanu Hazarika. Take a look at their pics right here!
Sonam Kapoor Opens Up About Hubby Anand Ahuja's Health Issues: No Doctor Could Diagnose...,"Sonam Kapoor opened up about her husband, Anand Ahuja's health issues as she posted a 2023 recap video. She penned a long note"
"Dharma's 2024 OTT Lineup Includes Call Me Bae, Ae Watan Mere Watan And Fabulous Lives of Bollywood Wives Season 3","Dharmatic Entertainment will be unveiling several new shows and features in 2024. One of the most eagerly anticipated series, Showtime, will be set in Bollywood and feature actors Emraan Hashmi and Mouni Roy."
"Exclusive! Karan Johar, Aditya Chopra Vacationing In London With Families","Long-time friends Karan Johar and Aditya Chopra, both prominent Bollywood producers, have extended their bond to their families. They celebrated Christmas and New Year together in London, showcasing their strong personal connection despite professional competition."
Salaar Box Office Collection Day 10: Prabhas Starrer Crosses Rs 500 Crore Worldwide,"Salaar Box Office Collection Day 10: Directed by Prashanth Neel, the Telugu film Salaar: Part 1 – Ceasefire stars Prabhas and Prithiviraj Sukumaran in the lead. Here's how much the film did on day 10."
"Dunki Becomes SEVENTH Film To Cross $7 Million In North America, Third For SRK After Pathaan, Jawan","Rajkumar Hirani's Dunki, featuring Shah Rukh Khan, has amassed an impressive $7 million at the North American box office, marking the seventh film of 2023 to achieve this milestone. Notably, Shah Rukh Khan attains a hat-trick with this figure in the US. The film also stars Taapsee Pannu, Vikram Kochhar, Arun Grover, and features a special cameo by Vicky Kaushal."
Ram Kapoor Shares Major Throwback Pic With Bade Achhe Lagte Hain co-star Sakshi Tanwar,"Ram Kapoor got nostalgic recently as he shared a major throwback picture with Sakshi Tanwar. The duo is most popularly known for their TV soap, Bade Achhe Lagte Hain."
"Bigg Boss 15's Umar Riaz Shares Uber Cool Pics From Goa As He Celebrates Birthday, New Year","Asim Riaz's brother, Umar Riaz celebrated his birthday and New Year on January 1, 2024. He jetted off to Goa and shared pictures from his vacation."
"Dua Lipa Wraps Up 2023 in India, Expressing Gratitude and Feeling 'Beyond Lucky'","Dua Lipa expresses gratitude on Instagram for ending 2023 in India, praising the warmth of the people and detailing her enriching experiences, including traditional dances, temple visits, and wildlife encounters."
"British Actor Tom Wilkinson, George Clooney’s Co-Star in Michael Clayton, Dies At 75","British actor Tom Wilkinson, renowned for roles in The Full Monty and Michael Clayton, has died at 75. His family announced his sudden passing at home, leaving a lasting legacy in cinema."
Singer Paula Abdul Files Lawsuit Against American Idol's Executive Producer Nigel Lythgoe Alleging Sexual Assault,"Paula Abdul, the singer-dancer, has filed a lawsuit accusing American Idol executive producer Nigel Lythgoe of sexual assault. The suit claims Lythgoe assaulted her in an elevator during an early season."
"Ahyeon's Return To BABYMONSTER Is Uncertain, Reveals YG Entertainment Founder Yang Hyun-Suk",YG Entertainment have finally shared an update about BABYMONSTER member Ahyeon's health and possible return to the group. Read to know more.
"Happy New Year ARMY! BTS' J-hope Hints At Upcoming Projects, Jin Challenges Fans To Do THIS In Sweet Notes",BTS' Jin and J-hope sent their heartfelt message to fans as they welcomed the New Year. Take a look at their sweet New Year 2024 notes right here!
It's Blackpink Forever! Jisoo Reassures Fans After Members Part Ways With YG Entertainment For Solo Activities,"Just days after YG Entertainment confirmed that all four members of Blackpink have parted ways with the label, Jisoo had reassured fans that the girl group is here to stay. Read on!"
"BTS' V Is Most Polite And Popular Platoon Leader Trainee, Claims Fellow Military Recruit","Days after pics of BTS' V post his enlistment surfaced online, a fellow recruit has shared some updates about the beloved singer through a fan. Read to know!"
"Devara Teaser Update: Jr NTR Reveals 1st Glimpse To Be Drop On THIS Date, Drops New Poster","Directed by Koratala Siva, the makers and Jr. NTR unveiled the new poster of Devara and shared the date of the first glimpse. Read about it here."
Rs 250 Crores! That's How Much Money Is Riding On Sankranti Releases in 2024,"From Guntur Kaaram to Naa Saami Ranga, Telugu films which will release during Sankranti have huge finances pinning on them. Read on to know more."
"Top South News: Hi Nanna Gets OTT Release Date, Vijay Starrer The Greatest Of All Time First Look OUT","From the first look of Thalapathy 68 being released to Hi Nanna getting an OTT release date, here's a look at the top South news of the day!"
"PM Modi Lauds Indian Oscars Wins By RRR, Guneet Monga In Last Mann Ki Baat Episode Of 2023","As he wrapped the achievements of India in 2023, Prime Minister Narendra Modi also hailed the film industry for its historic wins at the Oscars in 2023. The Telugu film RRR won Best Original Song for Naatu, while The Elephant Whisperers won for Best Documentary Short."
"Top South News: Samantha Celebrates New Year, Fahadh Faasil's Next Tamil Film Announced","See what your favourite celebrities are up to in 2024. From Samantha to Fahadh Faasil, Prabhas to Naga Chaitanya, take a look at the latest updates from your favourite stars in today's top South Indian news."
The Greatest Of All Time New Poster OUT! Vijay Promises Double The Action In Thalapathy 68,"After a positive response to the title and first look poster of Greatest of All Time, the makers have released a second look. Check it out right here!"
"Happy New Year 2024: Kamal Haasan, Mammootty, Allu Arjun And Other South Celebs Pour In Their Wishes","s we welcome the New Year 2024, South Indian film stars took to their social media account to wish their fans and followers. From Kamal Haasan to Allu Arjun, here's what celebrities said."
Superstar Rajinikanth Spreads New Year 2024 Cheer As He Waves To Fans Outside Chennai Home. Fans Scream 'THALAIVA',"Happy New Year 2024: As a yearly ritual, Rajinikanth stepped out of his Chennai home to wish a very happy new year to his fans. Here's to a year filled with more waves of joy, love, and shared moments! Take a look:"
"EXCLUSIVE! Director Hemanth Rao On Sapta Sagaradaache Ello - Side A, Side B, Working With Rakshit Shetty And More","Director Hemanth Rao captured numerous hearts with his films - Sapta Sagaradaache Ello - Side A and Side B. In an exclusive interview, he expressed gratitude for the films' critical and commercial success. Read on!"
Rocking Star Yash’s Stunt Master In Masterpiece Jolly Bastian Dies At Age 57,"Stunt master Jolly Bastian, renowned for his work in over 900 South Indian films, including Masterpiece with Yash, passed away at 57 due to a massive heart attack in Bengaluru."
"Best Kannada Movies Of 2023: Toby, Bisilu Kudare, Daredevil Musthafa And More","From Toby to Ghost, here's a list of the best Kannada films of 2023."
"Hema Chaudhary Hospitalised After Suffering Brain Hemorrhage, Kannada Actress' Condition Critical: Reports",Veteran Kannada actress Hema Chaudhary has reportedly been admitted to a private hospital after suffering a brain hemorrhage. Read to know more.
"Kantara Chapter 1 Casting Call Goes Viral, Attracts 25,000 Enthusiastic Applicants",Actor-director Rishab Shetty's team is currently sorting through the applicants who are keen on working on Kantara- chapter 1.
"Upcoming Malayalam Movies In January 2024: Raastha To Malaikottai Vaaliban, List Of Upcoming Releases",Upcoming movies in January 2024: Here are some new and interesting films which will hit screens this January.
"Top Malayalam Films 2023: Neru, 2018, Kannur Squad And More","From Mohanlal's Neru to Mammootty's Kannur Squad, here's a list of Malayalam films which were loved by the audiences in 2023!"
"Top South News: Vishnu Manchu’s Kannappa Completes New Zealand Schedule, Priyamani Thanks Neru Crew","Top news from South Indian entertainment: Vishnu Manchu wraps up Kannappa's New Zealand shoot, Priyamani expresses gratitude for Neru, and Trisha Krishnan shares excitement for Identity's Malayalam venture. A cinematic treat awaits fans!"
Dulquer Salmaan Drops Cute Wish For Wife Amaal On 12th Wedding Anniversary: Thank For Being My Calm,Dulquer Salmaan ringed in his 12th wedding anniversary with his wife Amaal by sharing a special post on social media. The actor shared a cute photo with his better half too. Take a look!
When Fahadh Faasil Said That Marrying Him Is The Biggest Risk For Birthday Girl Nazriya Nazim,"On Nazriya Nazim's birthday, here's a look at the time when her husband, said that marrying him was a big risk for his wife."
​A Ranjith Cinema: A Failed Experiment With Truth,"Written and directed by Nishanth Sattu, A Ranjith Cinema was released in theatres on December 8, 2023. The Malayalam film starring Asif Ali and Saiju Kurup is now streaming on Netflix."
The Crown's Luther Ford Reveals Who Pushed Him To Audition For Prince Harry's Role,The newcomer landed the role of Prince Harry in the final season of the British series even though he didn't think he looked much like the younger son of Princess Diana.
KWK New Promo OUT! Janhvi Kapoor Lets SLIP Shikhar Pahariya Is On Her Speed Dial List,"Last week, the Koffee couch exuded old-world charm with the legendary Sharmila Tagore and son Saif Ali Khan. This week promises a dynamic episode featuring the Kapoor sisters, Janhvi and Khushi. In a tantalizing Instagram promo, it appears the daughters of the late icon Sridevi and filmmaker Boney Kapoor will share a delightful time answering Karan Johar's intriguing questions."
Nick Mohammed Teases Return Of Ted Lasso: Waiting For 2024,"The beloved sports comedy ended earlier this year. However, there are several rumours abound that a spin-off on some of the characters might be in the works."
Budget 2024: What Is Bank Recapitalisation? All You Need To Know About Its Purpose and Process,"In Budget 2019, a bank recapitalisation program of Rs 70,000 crore was introduced to bolster the capital reserves of Public Sector Banks and facilitate increased credit flow into the economy. These initiatives aim to strengthen the financial health of banks and promote economic growth by ensuring sufficient capital. As the 2024 budget is just a head, it becomes important to know about bank recapitalization its purpose and process."
Allcargo Logistics Bonus Shares: Stock Surges 12 pc -Know Record Date And Bonus Ratio,"On Tuesday, Allcargo Logistics Limited shares witnessed a significant surge, with an impressive increase of 9.60 points or 11.67 per cent compared to the previous day's closing. At the time of filing, the shares were actively traded on the NSE at approximately Rs 91.85."
Budget: Decoding Tax-To-GDP Ratio And Unraveling Its Significance In India’s Economy,"The tax-to-GDP ratio holds immense significance for a country's economic health, influencing various aspects. Understanding its implications becomes crucial during the budgetary period, a time keenly observed by experts and policymakers. As it becomes important to know Times Now explains here with a comparative analysis."
Bollywood Star John Abraham Buys Bungalow In Mumbai's Khar - Know Price And Other Details,"Bollywood actor John Abraham has recently made a significant real estate investment, acquiring a bungalow located on Linking Road, Khar, for a whopping Rs 75 crore. According to the The Times of India report, the property, identified as 372 Nirmal Bhavan, previously owned by Pravin Nathalal Shah and family"
"Stock Market Today: Tata Steel, IRFC, Tata Motors, Concor In Focus","Stock market today: Around 8:05 am on Tuesday, GIFT Nifty was at 21,856.50, down 17.5 points or 0.08 per cent. The markets on Monday closed in Green and Nifty Made a new high of 21,834.35. On Monday, the NSE Nifty 50 and BSE Sensex index ended the first trading day of 2024 in green."
Hindustan Unilever Ltd Gets Rs 447.5 cr GST Demands And Penalties - Details,"FMCG giant Hindustan Unilever Ltd (HUL) has disclosed that it has received Goods and Services Tax (GST) demands and penalties totaling Rs 447.5 crore from authorities. In a regulatory filing, the company revealed that it received five orders from different GST officials on Friday and Saturday, citing issues such as disallowance of GST credit and expatriate salary considerations."
Electoral Bonds Open for Subscription Tomorrow: When and Where to Buy?,"Electoral bonds scheme: The Government of India has announced the issuance of the 30th tranche of electoral bonds. These bonds, which provide an alternative to cash donations to political parties, are set to go on sale starting Tuesday. The latest tranche of electoral bonds will be available for purchase from January 2 to January 11, 2024."
"Still Holding Withdrawn Currency? RBI Recommends 3 Ways to Submit Rs 2,000 Notes","Rs 2,000 note exchange at RBI: Despite their withdrawal, the Rs 2,000 bank notes continue to be recognised as legal tender. For those who still have these notes, the RBI has outlined multiple submission options."
Understanding Dividend Distribution Tax (DDT),"Under the new provisions introduced by the Finance Act, 2020, individual investors now bear the responsibility of dividend tax payment."
Budget: What Is Four Balance Sheet Challenge? All You Need To Know,"Arvind Subramanian and economist Josh Felman identified four balance sheet challenges, signaling a critical condition for India's economy. They linked it to the current twin balance sheet problem. However, Finance Minister Nirmala Sitharaman sees it as a twin balance sheet advantage, contrary to Subramanian's view. This presents contrasting perspectives on India's economic health. Times Now provides a simple overview of the four balance sheet challenges."
Ola Electric Achieves Mega Milestone Ahead of IPO Launch,The company has also emerged as the first-ever EV 2W manufacturer to record over 2.65 lakh registrations (as per the VAHAN Portal) in a calendar year.
Sukanya Samriddhi Yojana Interest Rate Hiked: Know Rates For 2023-24,"Sukanya Samriddhi Yojana: The government has recently enhanced the interest rates for the Sukanya Samriddhi Yojana for the January-March 2024 quarter by 20 basis points (bps). The administration has lifted the rate from 8 per cent to 8.2 per cent. The last revision in these rates took place in the April-June 2023 quarter. Back then, the government had hiked the interest from 7.6 per cent to 8 per cent."
Tiger Logistics Share Price Surges Over 3 pc Intraday After Major Order Win from PSU Hindustan Petroleum,"According to a PTI report, the company has bagged a project from Maharatna Public Sector Undertaking (PSU) Hindustan Petroleum Corporation Ltd (HPCL)."
"Budget: Trade Deficit, What it Means For Economy?","In the recent times India’s trade deficit has narrowed, which relived the pressure on the local currency, the Indian Rupee, which has been under pressure against the US dollar. The Reserve Bank of India (RBI) is actively intervening to stabilise the Rupee's fluctuations. To comprehend the significance, it's crucial to understand what a trade deficit and how it influences the economy. Delve into the dynamics of trade deficit and its impact on India's economic landscape."
Indian Automakers Witness Surge in SUV Sales While Entry-Level Cars Falte,"SUV sales in India: December saw a surge in sports utility vehicle (SUV) sales, while the small car segment experienced a decline despite attractive discounts. Leading the charge in the SUV market, Maruti Suzuki and Mahindra & Mahindra reported remarkable domestic sales growth of 24 per cent and 39 per cent, respectively."
GST Collection Jumps 10 pc YoY To Rs 1.64 Lakh Crore in December 2023,"The average monthly gross GST collection of Rs 1.66 lakh crore in the first nine-month period this year represents a 12 per cent increase compared to the Rs 1.49 lakh crore average recorded in the corresponding period of FY23, it said."
India's Crude Oil Imports From Russia Hit Lowest Level Since January 2023 - Here's Why,"In December, India witnessed a significant drop in crude oil imports from its primary source, Russia, reaching the lowest level since January 2023. The decline, attributed to payment challenges amidst escalating sanctions, prevented the delivery of six Sokol grade oil tankers, as reported by data intelligence firm Kpler."
"Tata Group Inches Closer To Mega Airline Merger With Air India, AIX Connect Integration","The Tata Group is making big moves in consolidating its four airlines in 2024. Air India Express has begun the 'second motion' for a conclusive hearing at the National Company Law Tribunal (NCLT). This step is aimed at merging AIX Connect (previously known as AirAsia India) into its fold. Tata Sons began the consolidation process in November 2022, merging its airlines Vistara, AirAsia India, and Air India Express under the Air India umbrella."
PSU Stocks Multiply Investor Wealth; Market Cap Surges 45 pc to Rs 51 Lakh Crore,"NTPC emerged as the frontrunner with the most significant addition. The power sector giant augmented its market value by Rs 1.4 lakh crore, reaching a current valuation of nearly Rs 3.1 lakh crore."
Budget: What Is Global Growth Recession and Why It Is A Concern?,"As the Budget is scheduled in February with the impending 2024 general elections, Finance Minister Nirmala Sitharaman will present a crucial vote-on-account. The full Budget is expected post the new government formation in April-May. As economic dynamics take center stage, understanding growth recession becomes pivotal. Times Now unravels the intricacies, explaining its causes and impacts, providing valuable insights into the evolving public finance landscape during this significant budgetary period."
Bank Holidays In January 2024: Banks To Remain Shut For 16 Days | Check Full Holidays List,"In January 2024, banking operations in India will witness closures on various dates, as declared by the Reserve Bank of India (RBI). While the list varies from state to state due to regional festivities, it is crucial for bank customers to be aware of these holidays for effective financial planning."
"New Year Gift for Investors: Govt Hikes Interest Rates on Sukanya Samriddhi Scheme, 3-Year Term Deposits","​​The interest rates for widely popular Public Provident Fund (PPF) and savings deposits have been retained at 7.1% and 4%, correspondingly, mirroring the unchanged rates observed in the preceding December quarter."
Share India Securities Hits Fresh 52-Week High; Brokerage Recommends 'BUY'; Check Share Price Target,"The counter has multiplied investors wealth by 1028.77 per cent in the last three years, as per data available on the BSE Analytics. In the last 90 days, the scrip moved north to deliver 40.93 per cent returns, making investors richer with gains."
Zomato Share Price Target 2024: Massive Surge in Orders on New Year's Eve; Brokerages Upbeat,"Zomato Share Price Target 2024: Food delivery platform Zomato witnessed highest-ever orders on the New Year's Eve, compared to previous years."
Amitabh Bachchan's Multi-Crore Deal With Warner Music For Prime Office Space - Details,"In a business-savvy move, Bollywood icon Amitabh Bachchan is capping off 2023 on a triumphant note. According to ETimes report, the Megastar's decision to lease four units of his upscale office space to Warner Music company."
"Year Ender 2023: India's Real Estate Sector Sizzles With Soaring Sales, Realtors Expect Continued Trend in 2024","If the growth trend continues, the size of the Indian real estate market will expand in a big way and may reach USD 5.8 trillion by 2047 from USD 477 billion last year, according to a recent NAREDCO-Knight Frank report."
"Year-Ender 2023: Residential Property Values Show Robust Growth, Gurugram And Noida Lead The Way","Indian real estate is expected to reach the one trillion-dollar mark by 2030, clocking over 2.5 billion dollars' worth of investments in 2023. The real estate has emerged as a powerhouse this year, solidifying its position as the largest and most lucrative sector for investors. Geopolitical situations and pace of price rise might have some unwanted impact on the growth trajectory."
"Real Estate Sales Hit Record High in Major Cities, Surges 31pc Despite Rising Prices","In the current year, the real estate market witnessed a remarkable upswing, with housing sales surging by 31 per cent to approximately 4,77,000 units across seven key cities, hitting an unprecedented high despite an average 15 per cent increase in property prices and a rise in mortgage rates."
"New Year Gift For Hotels, Restaurants: Prices Of LPG Cylinders Lowered In THESE Cities","Cylinder price today: In a significant move, oil marketing companies (OMCs)have announced a second reduction in the prices of commercial LPG cylinders within a span of 11 days. This recent adjustment has seen a cut of Rs 1.50 per unit, following a substantial decrease of around Rs 39 earlier on December 22, 2023. These revised rates are effective from January 1."
"One-Time Settlement Scheme In Haryana: Govt Aims Rs 66,000 Crores In Tax Collection By This Date - Details","In a significant move responding to a longstanding request from Haryana's trader and business community, Chief Minister Manohar Lal Khattar announced the One Time Settlement-2023 (OTS) Scheme. The initiative aims to address pre-GST tax liabilities, offering businesses a window from January 1, 2024, to March 30, 2024, to settle outstanding dues."
"Ayodhya's Bookings Skyrocket With 70 pc Surge, Surpassing Goa And Nainital, Tweets OYO CEO Ritesh Agarwal","In a remarkable shift, India's travel landscape is undergoing a transformation, with holy destinations taking center stage as the preferred choice among OYO app users. Recent data reveals a substantial surge in bookings for spiritual getaways, signaling a departure from the traditional beach and hill station preferences."
"Gujarat Govt's Guidelines For GIFT City Liquor Laws - Know License Cost, Age Limit And Other Details","The employees working in units within the Gujarat International Finance Tec-City (GIFT City) are now eligible to obtain a permit granting access to liquor, as per a gazette notification. According to the PTI report, this exclusive permit can be acquired from the designated wine-and-dine area within the facility and is valid for a period of two years."
Former NITI Aayog Vice Chairman Arvind Panagariya To Lead Finance Commission - Details,"Arvind Panagariya, the former vice chairman of NITI Aayog, has been named as the chairperson of the Finance Commission. Also, Ritvik Ranjanam Pandey has assumed the role of Secretary to the Commission, as announced by the government. The tenure for both the Chairman and other members of the Commission is set to extend from the assumption of office until the submission of the Report or October 31, 2025, whichever occurs earlier."
From MBA Chai Wala To Audi Chaiwala: Tea Business Boom As Entrepreneurs Reshape India's Chai Culture,"In a unique blend of tradition and innovation, tea lovers and sellers across India are redefining the art of chai-selling, introducing captivating twists to their offerings. In the diverse landscape of India's tea culture, these innovative chai sellers showcase the fusion of tradition, entrepreneurship, and creativity, captivating the taste buds."
"Basic Salary, Take Home Salary, Gross Salary and More: A Look at Basic Differences and Meaning",A quick guide to explain the fundamental distinctions among the terms related to your remuneration and their respective significances.
Mistakenly Chose New Tax Regime For ITR Filing? Here's How You Can Fix It,"New tax regime: Budget 2023, introduced by Finance Minister Nirmala Sitharaman on February 1, has made the new tax regime the default choice for salaried taxpayers. So, what happens if you have forgotten to select the old tax regime as your preference? How should you file your income tax return (ITR) to avoid losing money? This article answers."
PPF Investment: Will Govt Raise Limit in Popular Tax Saving Long-Term Plan This Budget? Explained,"Considering the election next year, the Central Govt might throw in a surprise for investors and hike the limit of the Public Provident Fund (PPF) in the upcoming interim Budget on 1st February."
What Is Rise And Impact Of Buyback Taxes?,"In a strategic financial move, companies have the option to reward their shareholders through either dividend payments or share buybacks. The latter involves a buyback tax, imposed on the net consideration paid by companies when repurchasing shares, subtracting the net amount received during the initial share issuance."
Indian youths are creating a brave new world: PM Modi,"PM Modi is the first prime Minister to address the convocation ceremony of the varsity, established in 1982"
What to expect in smartphones in 2024?,"Realme and Oppo gear themselves for GT series and Reno series, respectively. Apple could also bring the fourth generation of SE phones in March"
"Water bodies across Kashmir freeze, minimum temperature stays below freezing point","A thin layer of ice has formed over the surface of the Dal Lake as the minimum temperature in Srinagar on January 1 night was minus 4.8°C, officials said"
Premier League | Liverpool go 3 points clear on top after Salah’s brace seals 4-2 win over Newcastle,"Salah, who has 150 Premier League goals for Liverpool, changed his boots at halftime and it worked like a charm"
SC declines to intervene on DMK’s signature campaign against NEET,"The petitioner, Advocate M.L. Ravi and president of Desiya Makkal Sakthi Katchi, said Tamil Nadu Minister Udayanithi Stalin had announced the signature campaign against the conduct of NEET exams"
